id,Skin Care Clinic,Location,Services,Product,Rep_Name,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Total_Revenue
350,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Jasmine Mills,8/18/2017,355602824,9/15/2017,93,280,4064066.37
351,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Chloe Skinner,8/25/2017,614028298,9/9/2017,58,900,535050.38
352,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Jan Johnston,8/27/2017,247802054,9/8/2017,99,500,6007079.03
353,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Jacob Robertson,8/28/2017,808890140,9/22/2017,76,900,1143433.32
354,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Rose Ross,8/28/2017,632093942,9/5/2017,67,1200,450727.55
355,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Cera-Oat Soap,Tim Baker,8/31/2017,645948302,9/29/2017,78,300,1420824.96
356,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Cera-Oat Soap,Gavin Gill,9/3/2017,531023156,10/15/2017,78,300,62100.06
357,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Joseph Anderson,9/4/2017,641146934,10/4/2017,76,900,1306428.8
358,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Emily Pullman,9/6/2017,216552817,9/27/2017,99,500,1099972.42
359,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Colin Walker,9/6/2017,551371467,9/15/2017,88,700,210364
360,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Fiona Taylor,9/7/2017,517799222,10/23/2017,76,500,1470960.7
361,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Cera-Oat Soap,Amanda Hunter,9/7/2017,303691565,10/19/2017,78,300,1211180.04
362,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Jasmine Arnold,9/11/2017,637448060,9/15/2017,72,600,318828.73
363,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Gavin Glover,9/11/2017,226077878,10/23/2017,72,600,26398.79
364,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Vanessa Robertson,9/12/2017,880444610,10/31/2017,76,900,305038.8
365,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Evan Walsh,9/18/2017,251621949,10/20/2017,93,280,3957750.09
366,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Alexandra Clarkson,9/26/2017,890010011,10/14/2017,72,600,212089.35
367,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Diamond Peel,Vape Pure Cee 15%,Natalie Mills,9/28/2017,675548303,11/6/2017,72,600,80331.3
368,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Julia Forsyth,9/30/2017,531734263,10/12/2017,99,500,561346.8
369,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Zoe Pullman,10/2/2017,645597255,10/25/2017,76,900,836391.74
370,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Edward King,10/2/2017,795315158,10/26/2017,76,500,58418.8
371,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Joanne Allan,10/3/2017,418973767,10/27/2017,72,600,204570.19
372,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Cera-Oat Soap,Bella Jones,10/6/2017,175033080,11/5/2017,78,300,767935.14
373,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Katherine Davies,10/7/2017,312117135,10/16/2017,88,700,136709.28
374,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Una Underwood,10/9/2017,585931193,11/21/2017,76,900,1373598.96
375,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Leah Sanderson,10/11/2017,849630105,11/9/2017,86,300,1435764.8
376,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Alison Peters,10/18/2017,981086671,11/21/2017,67,1200,199432.35
377,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Felicity Lambert,10/21/2017,205300843,12/3/2017,82,300,846856.4
378,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Connor Terry,10/28/2017,430390107,11/13/2017,76,500,175256.4
379,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Dorothy Ogden,11/3/2017,478919208,11/27/2017,76,900,260515.46
380,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Theresa Jackson,11/4/2017,512019383,12/12/2017,72,600,553230.37
381,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Gabrielle McDonald,11/6/2017,723608338,11/23/2017,99,500,429029.34
382,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Ian Parsons,11/6/2017,407681453,12/24/2017,88,700,93543.68
383,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Stephen Campbell,11/9/2017,473527753,12/29/2017,86,700,1592947.2
384,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Sebastian Abraham,11/10/2017,529612958,12/11/2017,99,500,2070300.46
385,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Brandon Mills,11/18/2017,654693591,12/1/2017,88,700,790859.36
386,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Karen Arnold,11/24/2017,266820847,12/10/2017,76,500,1454916.1
387,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Cera-Oat Soap,Liam Forsyth,11/26/2017,480456435,12/16/2017,78,300,1005654.78
388,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Una Smith,11/27/2017,735968816,12/6/2017,76,500,1724177.4
389,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Vanessa Bond,11/27/2017,584204280,1/1/2018,88,700,861563.52
390,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Neil Short,11/29/2017,899659097,12/3/2017,82,300,3486232.8
391,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Faith Miller,12/4/2017,156619393,12/5/2017,93,280,2537246.46
392,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Heather Davies,12/8/2017,642140424,1/16/2018,72,600,202363.48
393,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Lauren Peters,12/8/2017,529970014,1/3/2018,76,900,1349411.54
394,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Christopher Robertson,12/14/2017,433228528,12/21/2017,72,600,7501.32
395,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Sam Reid,12/18/2017,775171554,1/5/2018,93,280,3942140.16
396,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,William Edmunds,12/21/2017,859909617,1/29/2018,67,1200,247689
397,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Felicity Hughes,12/22/2017,832713305,2/9/2018,78,300,1102695.66
398,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Max Sharp,12/22/2017,703815782,1/7/2018,93,280,1512475.65
399,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Adrian Burgess,12/26/2017,193775498,1/31/2018,72,600,12418.23
400,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Oliver Nash,12/27/2017,858611428,1/9/2018,78,300,161277.06
401,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Dan Fraser,12/30/2017,739474999,1/1/2018,82,300,2596968
402,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Lauren Hill,1/1/2018,262770926,2/8/2018,88,700,941010.08
403,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Eric Duncan,1/5/2018,256158959,1/18/2018,99,500,1291349.43
404,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Richard Ross,1/6/2018,810871112,1/8/2018,99,500,2367799.56
405,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Faith Thomson,1/7/2018,382537782,1/27/2018,99,500,190456.95
406,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Adam McGrath,1/11/2018,300476777,2/28/2018,86,700,1687400.8
407,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Elizabeth Smith,1/14/2018,671898782,2/6/2018,99,500,5770511.45
408,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Emily Lee,1/14/2018,576455485,2/13/2018,99,500,3236431.61
409,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Sean Wright,1/14/2018,416386401,2/16/2018,76,900,1054386.64
410,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Dylan Peake,1/16/2018,619670808,2/25/2018,64,600,262925.41
411,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Penelope Rampling,1/24/2018,671939122,2/14/2018,86,700,146275.44
412,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Bernadette Gibson,2/2/2018,576654183,2/3/2018,99,500,2433839.34
413,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Matt Hudson,2/4/2018,247857415,2/15/2018,82,300,2348638.4
414,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Nathan Davidson,2/4/2018,278910958,2/4/2018,99,500,3211037.35
415,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Kimberly Lyman,2/4/2018,328856265,2/12/2018,99,500,3081525.72
416,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Alexandra Hill,2/5/2018,467986953,2/17/2018,67,1200,312885.3
417,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Victoria Berry,2/5/2018,428392827,2/5/2018,99,500,6557065.24
418,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,William Slater,2/5/2018,806662833,3/27/2018,93,280,3507171.57
419,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Emily Watson,2/7/2018,253407227,2/15/2018,82,300,3359882
420,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Ava Allan,2/8/2018,353061807,3/5/2018,78,300,1173187.62
421,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Una Scott,2/12/2018,707520663,3/15/2018,64,600,812559.66
422,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Edward Clarkson,2/15/2018,875304210,3/12/2018,67,1200,39003.9
423,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Kylie Wright,2/17/2018,612943828,3/1/2018,93,280,1077507.06
424,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Justin Ferguson,2/19/2018,232155120,3/30/2018,64,600,712195.22
425,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Katherine Campbell,2/20/2018,423159730,4/11/2018,76,500,251365.4
426,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Joseph Oliver,2/23/2018,447601306,3/11/2018,64,600,37581.24
427,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Peter Peake,2/25/2018,559299647,3/26/2018,86,700,2054748.72
428,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Chloe Arnold,2/26/2018,607080304,4/5/2018,99,500,4950544.16
429,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Katherine Hill,3/2/2018,695557582,4/3/2018,64,600,91434
430,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Adrian Graham,3/5/2018,403836238,4/3/2018,88,700,324780.16
431,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Olivia Hodges,3/13/2018,749282443,3/25/2018,99,500,5326897.8
432,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Owen Abraham,3/20/2018,749912869,4/25/2018,64,600,387236.74
433,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Piers Hemmings,3/21/2018,560600841,4/14/2018,99,500,2072305.27
434,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,John Harris,3/22/2018,693473613,4/21/2018,67,1200,147427.15
435,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Victoria Simpson,3/27/2018,935644042,5/15/2018,76,500,1382098.3
436,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Sebastian May,3/28/2018,975002133,4/7/2018,64,600,298559.69
437,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Dylan Lyman,4/3/2018,248335492,4/4/2018,67,1200,324842.7
438,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Joanne Scott,4/8/2018,265929067,5/23/2018,86,700,810514
439,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Warren Harris,4/9/2018,887313640,4/21/2018,78,300,713921.82
440,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Una Mitchell,4/11/2018,782857692,5/28/2018,88,700,419963.04
441,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Molly Rees,4/13/2018,605825459,5/14/2018,64,600,496182.83
442,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Stewart Sharp,4/16/2018,332877862,5/7/2018,67,1200,228281.95
443,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Jan Mathis,4/18/2018,243102395,4/18/2018,64,600,77028.48
444,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Gavin Rampling,4/21/2018,978349959,5/21/2018,67,1200,206360.05
445,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Oliver Walsh,4/22/2018,967644727,4/30/2018,45,500,60019.89
446,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Julia May,4/24/2018,786519229,6/7/2018,78,300,1124972.34
447,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Rose Graham,4/25/2018,538957345,4/25/2018,76,900,1280238.6
448,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Ian Chapman,5/4/2018,827964293,6/1/2018,45,500,17615.04
449,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Max Lyman,5/10/2018,641801393,5/24/2018,64,600,175637.77
450,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Blake Marshall,5/10/2018,785261380,5/26/2018,76,500,1058737.9
451,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Alexandra Ogden,5/11/2018,622791612,5/31/2018,76,500,1384978.1
452,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Jack Simpson,5/17/2018,166435849,6/7/2018,64,600,75273.33
453,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Tim Duncan,5/18/2018,351182544,6/22/2018,78,300,240160.92
454,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Trevor Short,5/26/2018,345437037,6/30/2018,76,900,208135.06
455,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Emily Wallace,6/2/2018,969616687,6/28/2018,93,280,4210462.2
456,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Lily Graham,6/6/2018,960486018,7/4/2018,86,700,2045303.36
457,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,William Brown,6/12/2018,194225251,6/19/2018,82,300,1933735.6
458,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Max Johnston,6/14/2018,813209140,7/10/2018,76,900,849024.66
459,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Bella Wright,6/18/2018,213865458,7/13/2018,78,300,976054.26
460,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Michael Butler,6/21/2018,400304734,7/29/2018,64,600,647383.33
461,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Anne Jones,6/21/2018,296320855,7/13/2018,67,1200,321758.45
462,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Caroline Sanderson,6/23/2018,641018617,6/30/2018,86,700,129682.24
463,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Luke Wright,6/25/2018,989691627,7/10/2018,67,1200,28470
464,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Fiona Stewart,6/25/2018,195840156,7/25/2018,99,500,1543035.43
465,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Gordon North,6/28/2018,887400329,8/17/2018,78,300,50656.56
466,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Demace Skincare,Madeleine Sharp,6/28/2018,585917890,7/23/2018,99,500,3327316.33
467,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Cameron Parr,7/3/2018,441395747,8/19/2018,78,300,1169525.7
468,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Isaac MacDonald,7/13/2018,799003732,7/14/2018,67,1200,86121.75
469,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Emily Lambert,7/16/2018,376456248,8/1/2018,78,300,95209.92
470,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Nicola Blake,7/20/2018,714306008,8/17/2018,78,300,1201720.08
471,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Chloe Martin,7/22/2018,447970378,9/2/2018,93,280,1369033.05
472,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Gavin Blake,7/24/2018,333281266,7/28/2018,45,500,39074.04
473,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Austin Carr,7/28/2018,714818418,8/24/2018,90,2000,6354579.43
474,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Michael Lambert,7/31/2018,142553031,9/11/2018,78,300,528689.7
475,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Jennifer Lambert,8/2/2018,817740142,8/19/2018,86,700,1617198.8
476,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Alan Carr,8/3/2018,329110324,9/2/2018,67,1200,470371.85
477,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Stephen Springer,8/3/2018,306125295,8/15/2018,93,280,3430809.48
478,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Angela Gray,8/3/2018,487014758,8/30/2018,82,300,3210796.8
479,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Robert Carr,8/9/2018,336116683,9/4/2018,88,700,355269.28
480,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Emily Sanderson,8/13/2018,254291713,8/15/2018,67,1200,447168.8
481,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Lisa Peters,8/14/2018,445178306,9/22/2018,86,700,1789002.24
482,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Natalie Mackenzie,8/16/2018,629925000,8/18/2018,82,300,3349389.2
483,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Paul Mitchell,8/16/2018,829352176,8/26/2018,67,1200,123085.3
484,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Jack Stewart,8/17/2018,860287702,9/11/2018,77,500,1461087.1
485,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Ella Brown,8/17/2018,434355056,9/28/2018,86,700,1064007.04
486,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Andrea Hart,8/18/2018,105558288,8/19/2018,90,2000,3840836.58
487,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Sally Campbell,8/19/2018,637521445,9/12/2018,79,300,857194.44
488,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Stephanie Short,8/21/2018,884493243,10/2/2018,93,280,25735.29
489,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Diane Arnold,8/22/2018,801093709,10/5/2018,93,280,120238.65
490,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Yvonne Taylor,8/25/2018,603123080,9/29/2018,64,600,521192.21
491,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Jason Black,8/26/2018,663065516,9/9/2018,90,2000,3124830.52
492,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Leah Manning,8/30/2018,419124829,9/19/2018,67,1200,341924.7
493,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Molly Underwood,9/8/2018,872412145,9/25/2018,88,700,545853.6
494,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Andrea Burgess,9/11/2018,402084004,10/5/2018,86,700,1135230.16
495,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Molly Blake,9/12/2018,171131217,10/8/2018,45,500,3592.05
496,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Justin Abraham,9/15/2018,257915914,10/6/2018,78,900,293484.3
497,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Virginia Churchill,9/20/2018,547748982,10/14/2018,79,300,1518323.58
498,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Amanda Reid,9/21/2018,599622905,10/22/2018,79,300,91090.26
499,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Robert Churchill,9/24/2018,854545199,11/9/2018,45,500,72484.77
500,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Justin Vance,9/25/2018,151807725,9/29/2018,86,700,544767.52
501,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Edward Churchill,9/28/2018,109694898,10/16/2018,90,2000,8687.51
502,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Julia Ferguson,9/30/2018,159050118,10/1/2018,93,280,2244032.91
503,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Donna Clarkson,9/30/2018,718327605,11/10/2018,78,900,1225701.36
504,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Tim Miller,10/3/2018,405785882,10/22/2018,90,2000,6456747.15
505,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Julia Reid,10/8/2018,751940190,10/10/2018,78,900,718998.02
506,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Lauren Skinner,10/9/2018,849312102,11/23/2018,64,600,750281.4
507,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Joan Forsyth,10/12/2018,663857305,11/13/2018,87,300,3927804.8
508,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Jason Ross,10/13/2018,769651782,11/3/2018,88,700,647046.88
509,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Hannah Cornish,10/14/2018,185342633,11/24/2018,67,1200,278009.55
510,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Gavin Duncan,10/14/2018,607300031,10/14/2018,87,300,1061958.8
511,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Kevin Duncan,10/18/2018,444358193,10/21/2018,90,2000,2886258.13
512,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Adrian Roberts,10/19/2018,957547605,11/21/2018,45,500,79025.1
513,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Faith Sutherland,10/22/2018,285509622,10/28/2018,90,2000,4882121.37
514,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Elizabeth Jackson,10/23/2018,858877503,11/6/2018,67,1200,464725.3
515,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Edward Poole,10/25/2018,742141759,10/28/2018,67,1200,241662.85
516,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Samantha MacLeod,10/26/2018,540431916,11/15/2018,79,300,712243.44
517,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Owen Burgess,10/26/2018,879107797,11/2/2018,90,2000,4159929.48
518,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Simon Ferguson,10/31/2018,108989799,12/9/2018,77,500,279340.6
519,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Dan King,11/3/2018,908627116,11/24/2018,87,300,791332
520,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Sally Kerr,11/5/2018,995529830,12/17/2018,64,600,674599.42
521,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Diana Carr,11/9/2018,327585113,11/23/2018,86,700,2187494.32
522,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Joe McGrath,11/11/2018,167161977,12/24/2018,90,2000,3874629.46
